,path,GT,spanish
418,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0127.wav,no,
419,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0128.wav,y esque se le apaga el cerebro,que se le puede hacer a un
420,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0129.wav,y cual es,Cuál es
421,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0130.wav,de acá abajo,acabado.
422,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0132.wav,lo estoy haciendo mira,lo estoy haciendo. Mierda!
423,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0133.wav,no es lo que andamos haciendo,no lo que estamos decidiendo.
424,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0135.wav,cinco y cinco,Ningún cinco.
425,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0136.wav,como saben,no saben.
426,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0137.wav,por que,
427,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0138.wav,ocho,
428,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0139.wav,ocho y ocho,ocho. Yo yo.
429,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0140.wav,no digas nada,digas nada.
430,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0141.wav,adivina,
431,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0142.wav,por que,
432,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0143.wav,por que,
433,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0144.wav,los contamos,Los contamos.
434,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0145.wav,no te rías por que va a pensar que,terrible. Por qué va a pensar?
435,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0146.wav,por que,
436,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0147.wav,conté,
437,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0148.wav,ocho,
438,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0149.wav,igual,
439,/home/luis/Dropbox/DATASETS_AUDIO/AOLME/WAVs/Spanish/Testset_440_checked/G-C3L1P-Apr18-C-Phuong_q2_02-05_Spanish_0150.wav,ocho y ocho igual a dieciséis,Yo soy la dieciséis.
